question,intent_recommend_budget,intent_recommend_usage,intent_tech_detail
MacBook Pro M3 có màn hình 14 inch và tần số quét 120Hz không?,0,0,1
Laptop LG Gram 16 inch có phù hợp cho công việc đồ họa kỹ thuật không?,0,1,0
Tìm laptop gaming MSI với card đồ họa rời và giá khoảng 18 triệu?,1,1,0
Cấu hình CPU và RAM của Laptop Acer Swift 14 AI là bao nhiêu?,0,0,1
Laptop Lenovo IdeaPad Slim 5 có phù hợp cho sáng tạo nội dung và có giá bao nhiêu?,1,1,0
"Yêu cầu laptop có 16GB RAM và ổ cứng 1TB, ưu tiên giá tốt?",1,0,1
Laptop nào có trọng lượng dưới 1.3kg và màn hình 14 inch?,0,0,1
Có laptop nào giá trên 40 triệu đồng cho thiết kế đồ họa cao cấp không?,1,1,0
So sánh card đồ họa của MSI Gaming Thin 15 và MacBook Pro M3?,0,0,1
Laptop nào có tần số quét màn hình 144Hz và giá phải chăng?,1,0,1
"Tìm laptop văn phòng, mỏng nhẹ, có CPU Intel Core i5 và giá dưới 25 triệu?",1,1,1
Laptop nào có dung lượng lưu trữ 512GB và phù hợp cho lập trình?,0,1,1
"Máy tính xách tay nào có 16GB RAM, màn hình 14 inch và giá khoảng 35 triệu?",1,0,1
Laptop nào có màn hình 144Hz và card đồ họa rời cho nhu cầu gaming dưới 25 triệu đồng?,1,1,1
Cấu hình CPU i5 1235U và 16GB RAM của Asus Vivobook 15 X1504ZA có đủ cho đồ họa kỹ thuật không?,0,1,1
"Máy tính xách tay nào mỏng nhẹ, cấu hình cao cấp cho sáng tạo nội dung với ngân sách khoảng 30 triệu?",1,1,1
Laptop HP Pavilion 15 có 8GB RAM có đáp ứng tốt cho công việc văn phòng không?,0,1,1
Giá bán của Laptop Dell Inspiron 15 3520 là bao nhiêu?,1,0,0
Có laptop nào dưới 15 triệu đồng mà có thể dùng cho cả học tập và chơi game nhẹ không?,1,1,0
Tốc độ làm mới 120Hz của màn hình có quan trọng đối với người dùng laptop văn phòng không?,0,1,1
Cấu hình chip M4 10 nhân CPU và 10 nhân GPU của MacBook Air có phù hợp cho lập trình không?,0,1,1
Laptop MSI Cyborg 15 A12VE có card rời và màn hình 144Hz với giá bao nhiêu?,1,0,1
Tìm laptop có dung lượng lưu trữ 512GB SSD và RAM 16GB với ngân sách dưới 20 triệu.,1,0,1
Laptop nào có trọng lượng dưới 1.5kg và hiệu năng tốt cho đồ họa với mức giá hợp lý?,1,1,1
Máy tính xách tay Asus Vivobook 15 X1504ZA có card tích hợp hay card rời?,0,0,1
Ngân sách 17 triệu có đủ để mua một chiếc laptop HP Pavilion 15 cho công việc kỹ thuật không?,1,1,0
MacBook Air M4 13 inch có phải là lựa chọn tốt cho công việc văn phòng và thiết kế không?,0,1,0
Laptop Dell Inspiron 15 3520 có màn hình 15.6 inch với tần số quét bao nhiêu?,0,0,1
Laptop nào dưới 20 triệu đồng có thể chơi game tốt?,1,1,0
Cấu hình CPU 13650hx và card rời có phù hợp cho đồ họa kỹ thuật không?,0,1,1
MacBook Air M3 15 inch có màn hình tần số quét bao nhiêu?,0,0,1
Laptop HP Pavilion 15 có giá bao nhiêu và phù hợp cho công việc văn phòng không?,1,1,0
Laptop Acer Aspire 3 với 8GB RAM có đủ cho học tập không?,0,1,1
Ngân sách 40 triệu đồng nên chọn laptop gaming hay laptop đồ họa?,1,1,0
Laptop Lenovo Legion Slim 5 có trọng lượng bao nhiêu?,0,0,1
Máy nào có 32GB RAM và màn hình 16 inch với tần số quét 240Hz?,0,0,1
Laptop mỏng nhẹ cho người dùng cao cấp có giá dưới 35 triệu không?,1,1,0
"Cần laptop cho công việc văn phòng, yêu cầu CPU i5 thế hệ mới và dung lượng lưu trữ 512GB.",0,1,1
Laptop ASUS ROG Strix G16 có bao nhiêu GB dung lượng ổ cứng?,0,0,1
"Tìm laptop gaming cấu hình cao với màn hình 16 inch và card đồ họa RTX 4060, giá khoảng 40 triệu.",1,1,1
Laptop Apple M3 có card đồ họa tích hợp hay card rời?,0,0,1
Có laptop nào dưới 15 triệu cho nhu cầu học tập và văn phòng không?,1,1,0
Laptop nào có tần số quét 165Hz và giá dưới 45 triệu?,1,0,1
Laptop nào dưới 30 triệu đồng phù hợp cho công việc đồ họa kỹ thuật?,1,1,0
"Máy nào có màn hình 14.2 inch, tần số quét 120Hz và phù hợp cho công việc sáng tạo nội dung?",0,1,1
Có laptop nào với 48GB RAM và giá dưới 60 triệu đồng không?,1,0,1
Cần laptop cho lập trình với chip M3 Pro hoặc tương đương và ngân sách tối đa 70 triệu?,1,1,1
Laptop nào tối ưu cho nhu cầu học tập và làm việc văn phòng?,0,1,0
Có laptop nào có cấu hình tốt với giá dưới 20 triệu đồng không?,1,0,0
"Thông số kỹ thuật CPU, RAM và dung lượng lưu trữ của MacBook Pro 14 inch M4 Pro là gì?",0,0,1
Máy nào dưới 25 triệu đồng có thể đáp ứng tốt nhu cầu thiết kế đồ họa?,1,1,0
Máy Lenovo Ideapad Slim 5 16IMH9 có những thông số kỹ thuật nào về màn hình và card đồ họa?,0,0,1
Laptop nào có dung lượng lưu trữ 1TB và giá dưới 70 triệu?,1,0,1
"Máy nào có RAM 32GB và phù hợp cho công việc văn phòng, học tập?",0,1,1
Ngân sách dưới 50 triệu có nên mua MacBook Pro cho công việc sáng tạo nội dung không?,1,1,0
Tần số quét màn hình của MacBook Pro 14 M3 Pro là bao nhiêu?,0,0,1
Laptop nào dưới 30 triệu đồng có trọng lượng dưới 1.7kg và phù hợp cho việc di chuyển nhiều?,1,1,0
Laptop nào có CPU M4 Pro và giá dưới 60 triệu?,1,0,1
Laptop gaming dưới 30 triệu có cấu hình tốt không?,1,1,0
Tìm laptop văn phòng dưới 15 triệu có màn hình 14 inch không?,1,1,0
MacBook Pro M4 Max có bao nhiêu nhân GPU?,0,0,1
Laptop dưới 20 triệu có RAM 16GB và SSD 512GB không?,1,0,1
Máy nào phù hợp cho đồ họa với card đồ họa rời và màn hình 18 inch?,0,1,1
"Cần laptop cho sáng tạo nội dung, chip M4 Max, RAM 36GB, ngân sách 80 triệu có không?",1,1,1
Laptop Acer Predator Helios có phù hợp cho chơi game nặng không?,0,1,0
Giá của laptop Asus Vivobook 14 OLED là bao nhiêu?,1,0,0
Tần số quét màn hình của Gigabyte G5 KF5 là bao nhiêu?,0,0,1
Máy nào có card rời và phù hợp cho đồ họa kỹ thuật?,0,1,1
Có laptop nào dưới 40 triệu với bộ nhớ 1TB không?,1,0,1
Laptop mỏng nhẹ với màn hình 14 inch có cấu hình 12500H không?,0,1,1
Laptop gaming giá dưới 30 triệu có card rời không?,1,1,0
Trọng lượng của MacBook Pro M4 Max là bao nhiêu?,0,0,1
Laptop nào phù hợp cho công việc đồ họa với ngân sách dưới 50 triệu đồng?,1,1,0
Cần tìm laptop có card đồ họa rời và cấu hình mạnh để chơi game?,0,1,1
Laptop HP Probook 450 G10 với 16GB RAM giá dưới 25 triệu có không?,1,0,1
"Máy tính nào dưới 30 triệu cho công việc sáng tạo nội dung, ưu tiên màn hình 15 inch?",1,1,1
Laptop nào được khuyến nghị cho nhu cầu học tập và làm việc văn phòng?,0,1,0
Cấu hình chi tiết của MacBook Air 15 inch M4 là gì?,0,0,1
Ngân sách nào là phù hợp cho một chiếc laptop mỏng nhẹ?,1,1,0
Có laptop nào giá tốt cho nhu cầu thiết kế đồ họa không?,1,1,0
Tìm laptop dưới 20 triệu cho công việc lập trình?,1,1,0
Máy tính nào có 64GB RAM và phù hợp cho xử lý video nặng?,0,1,1
Laptop Apple nào có dung lượng lưu trữ 1TB và giá dưới 55 triệu?,1,0,1
Chip M4 Pro có đáp ứng tốt cho công việc kỹ thuật không?,0,1,1
Giá của MacBook Air 15 inch M4 là bao nhiêu?,1,0,0
Trọng lượng 1.72kg của HP Probook 450 G10 có ảnh hưởng đến tính di động không?,0,1,1
Laptop LG Gram 2024 Super Slim 15Z90ST-G.AH75A5 có màn hình bao nhiêu inch?,0,0,1
Laptop MSI Prestige 13 AI+ Evo A2VMG-062VN có trọng lượng bao nhiêu kg?,0,0,1
Laptop HP 14-EP0220TU B73VWPA V2-Bạc có phù hợp cho học tập và văn phòng không?,0,1,0
Laptop Acer Aspire Lite 14 AL14-71M-52GQ-Bạc có giá bao nhiêu?,1,0,0
Có laptop gaming nào dưới 35 triệu đồng với card đồ họa RTX 4050 không?,1,1,1
"Cần tìm laptop mỏng nhẹ cho công việc văn phòng, ngân sách dưới 15 triệu.",1,1,0
Laptop nào có RAM 32GB và bộ nhớ 1TB cho nhu cầu sáng tạo nội dung?,0,1,1
Laptop HP Gaming VICTUS 16 r0228TX có tần số quét màn hình bao nhiêu Hz?,0,0,1
"Tìm laptop cao cấp, sang trọng, trọng lượng dưới 1kg, giá khoảng 40 triệu.",1,1,0
Laptop nào có CPU 13500H và card rời RTX 4050?,0,0,1
"Có laptop nào giá dưới 20 triệu, phù hợp cho cả học tập và gaming nhẹ không?",1,1,0
"Cần laptop có màn hình 14 inch, card tích hợp, giá dưới 14 triệu.",1,0,1
Laptop nào có CPU 12500H và 16GB RAM cho công việc văn phòng?,0,1,1
Laptop MSI Prestige 13 AI+ Evo A2VMG-062VN có cấu hình chi tiết như thế nào?,0,0,1
Có nên mua laptop HP Gaming VICTUS 16 với giá 33.290.000 VNĐ cho nhu cầu gaming không?,1,1,0
Laptop gaming dưới 20 triệu có những lựa chọn nào?,1,1,0
Laptop cho học tập và văn phòng cần cấu hình RAM tối thiểu bao nhiêu GB?,0,1,1
Giá của Laptop MSI Modern 14 B11MOU-Xám là bao nhiêu?,1,0,0
Có laptop nào cho nhu cầu đồ họa với ngân sách khoảng 15 triệu đồng không?,1,1,0
Laptop Asus Vivobook 16 X1605VA sử dụng loại CPU và dung lượng RAM bao nhiêu?,0,0,1
Tìm laptop có trọng lượng dưới 1.5kg và màn hình 14 inch.,0,1,1
"Laptop gaming có card đồ họa RTX 3050 và màn hình 144Hz, giá khoảng 18 triệu có những mẫu nào?",1,1,1
Ngân sách 14 triệu nên chọn laptop nào cho công việc văn phòng?,1,1,0
Tần số quét màn hình của Laptop Acer Gaming Nitro 5 là bao nhiêu?,0,0,1
CPU Intel Core i5 thế hệ 12 có đủ mạnh cho các tác vụ gaming không?,0,1,1
"Laptop 16GB RAM, 512GB SSD có giá dưới 15 triệu không?",1,0,1
Laptop nào thuộc phân khúc cao cấp với mức giá dưới 25 triệu?,1,1,0
Kích thước màn hình 14 inch trên laptop có phù hợp cho việc di chuyển thường xuyên không?,0,1,1
"Laptop cho văn phòng, mỏng nhẹ, 8GB RAM có giá dưới 14 triệu không?",1,1,1
Những mẫu laptop gaming nào có màn hình tần số quét 144Hz?,0,1,1
Laptop nào dưới 15 triệu đồng có cấu hình đủ cho việc học tập và văn phòng?,1,1,0
"Máy tính xách tay nào có màn hình 16 inch, 32GB RAM và giá dưới 30 triệu?",1,0,1
Cấu hình chip 155U và dung lượng lưu trữ 1TB có phù hợp cho công việc đồ họa không?,0,1,1
MacBook Pro M4 16GB có thể xử lý tốt các tác vụ thiết kế đồ họa chuyên nghiệp không?,0,1,0
Laptop Dell Vostro 3520 có tần số quét màn hình 120Hz không?,0,0,1
Nên mua laptop Lenovo IdeaPad Flex 5 hay MacBook Pro cho mục đích sáng tạo nội dung?,0,1,0
Chiếc Lenovo ThinkBook 16 G7 có trọng lượng bao nhiêu?,0,0,1
"Laptop nào có thiết kế mỏng nhẹ, hiệu năng cao và giá dưới 40 triệu đồng?",1,1,0
Máy tính xách tay nào có CPU 1215U và RAM 8GB phù hợp cho sinh viên?,0,1,1
Giá của MacBook Pro 14 inch với chip M4 là bao nhiêu?,1,0,0
"Laptop nào có màn hình 15.6 inch, tần số quét 120Hz và giá khoảng 15 triệu?",1,0,1
Liệu laptop Lenovo ThinkBook 16 G7 có đủ sức mạnh cho các tác vụ kỹ thuật nặng?,0,1,0
"Máy tính nào có 16GB RAM, card tích hợp và giá dưới 20 triệu?",1,0,1
Laptop nào cho phép chạy đa nhiệm tốt với 32GB RAM và chip 155U?,0,1,1
"Tìm laptop có màn hình 14 inch, tần số quét 60Hz, giá khoảng 16 triệu đồng.",1,0,1
Laptop nào phù hợp cho học tập với ngân sách dưới 10 triệu đồng?,1,1,0
Cấu hình CPU và RAM của máy Asus Vivobook 16 M1607KA là gì?,0,0,1
"Tìm laptop gaming chip Core i5, RAM 16GB, giá khoảng 25 triệu.",1,1,1
Laptop nào có card đồ họa rời cho nhu cầu làm đồ họa?,0,1,1
"Máy tính xách tay nào có màn hình 14 inch, trọng lượng dưới 1.5kg?",0,0,1
MacBook Air M4 16GB/512GB có phù hợp cho công việc lập trình không?,0,1,1
"Có laptop nào trang bị CPU Celeron N4120, RAM 4GB, giá dưới 8 triệu không?",1,0,1
Laptop nào tốt cho nhu cầu văn phòng và có giá dưới 15 triệu?,1,1,0
Thông số kỹ thuật của laptop Apple MacBook Air 13 inch M4 là gì?,0,0,1
Ngân sách 30 triệu nên mua laptop nào cho công việc thiết kế đồ họa?,1,1,0
Laptop nào có màn hình lớn 16 inch và card đồ họa rời?,0,0,1
"Cấu hình 16GB RAM, 512GB SSD có những laptop nào cho nhu cầu sáng tạo nội dung?",0,1,1
Laptop Masstel E140 có phù hợp cho việc học online không?,0,1,0
"Có laptop nào mỏng nhẹ, pin tốt với giá dưới 20 triệu?",1,1,0
"Laptop nào có CPU Core i7, màn hình 15.6 inch, card rời, giá dưới 28 triệu?",1,0,1
"Laptop nào có màn hình 16 inch, card rời, phù hợp cho gaming và đồ họa với giá dưới 25 triệu?",1,1,1
"Cấu hình CPU M4 Max, 64GB RAM, 2TB SSD của MacBook Pro 16 có phù hợp cho công việc sáng tạo nội dung không?",0,1,1
"MacBook Pro 14 M4 Pro có giá bao nhiêu và có phù hợp cho học tập, văn phòng không?",1,1,0
Laptop HP 15S-FQ5231TU có chip 1215U và 8GB RAM có đủ đáp ứng nhu cầu văn phòng không?,0,1,1
Laptop Lenovo IdeaPad Slim 3 14IRH10 với 24GB RAM và 512GB SSD có giá khoảng bao nhiêu?,1,0,1
"Tìm laptop mỏng nhẹ, sang trọng, phù hợp cho đồ họa kỹ thuật với ngân sách khoảng 60 triệu.",1,1,0
Laptop Asus VivoBook K3605ZF có tần số quét màn hình 144Hz không?,0,0,1
Nhu cầu laptop sáng tạo nội dung có cần card đồ họa rời không?,0,1,1
"Laptop nào có trọng lượng dưới 1.5kg, giá dưới 20 triệu và phù hợp cho học tập?",1,1,0
Cấu hình của MacBook Pro 16 M4 Max có phù hợp cho các tác vụ kỹ thuật nặng không?,0,1,1
Laptop gaming dưới 20 triệu có những lựa chọn nào về CPU và RAM?,1,1,1
Máy nào có dung lượng lưu trữ 1TB và màn hình 14.2 inch?,0,0,1
Laptop nào có tần số quét 120Hz và giá dưới 70 triệu cho nhu cầu đồ họa?,1,1,1
Máy tính xách tay nào có trọng lượng 1.8kg và chip 12500h?,0,0,1
"Có laptop nào cho nhu cầu văn phòng, mỏng nhẹ với giá dưới 15 triệu không?",1,1,0
"Laptop nào có màn hình 14 inch, trọng lượng dưới 1.5kg và giá dưới 25 triệu đồng cho nhu cầu văn phòng?",1,1,1
"Cấu hình chip M3, RAM 8GB, bộ nhớ 512GB của Macbook Air M3 15 inch có phù hợp cho thiết kế đồ họa không?",0,1,1
Laptop Lenovo ThinkPad E14 GEN 6 có giá bao nhiêu và phù hợp cho công việc văn phòng hay không?,1,1,0
"Máy tính xách tay nào có CPU Core i5, RAM 16GB, ổ cứng SSD 512GB với tần số quét màn hình 60Hz?",0,0,1
Ngân sách 30 triệu đồng nên mua laptop Apple hay Lenovo cho nhu cầu học tập và làm việc?,1,1,0
MacBook Air M4 32GB/1TB có card đồ họa tích hợp hay không và giá bao nhiêu?,1,0,1
"Laptop mỏng nhẹ, cao cấp sang trọng với màn hình 15.3 inch thì nên chọn hãng nào?",0,1,1
"Cấu hình chip M3, RAM 8GB, 512GB SSD có đủ cho công việc văn phòng và lướt web không?",0,1,1
Laptop giá dưới 20 triệu có cấu hình RAM 16GB và ổ cứng 512GB không?,1,0,1
Nhu cầu chơi game yêu cầu card đồ họa rời hay card tích hợp?,0,1,1
Laptop nào có trọng lượng 1.44kg và giá khoảng 23.890.000 đồng?,1,0,1
Máy tính xách tay Apple có màn hình 13.6 inch và bộ nhớ 1TB không?,0,0,1
Laptop Lenovo ThinkPad E14 GEN 6 có tần số quét màn hình bao nhiêu?,0,0,1
"Tìm laptop cho học tập và văn phòng, ưu tiên sự sang trọng và mỏng nhẹ, giá dưới 35 triệu đồng.",1,1,0
"Cấu hình chip M4, RAM 32GB, 1TB SSD có phù hợp cho các tác vụ đồ họa chuyên nghiệp không?",0,1,1
Có laptop nào mỏng nhẹ dưới 20 triệu đồng cho công việc văn phòng không?,1,1,0
Cấu hình chip M3 8 CPU 10 GPU của MacBook Air M3 15 inch có phù hợp cho thiết kế đồ họa không?,0,1,1
Laptop Lenovo IdeaPad Slim 5 có card rời và màn hình 144Hz không?,0,0,1
Ngân sách 30 triệu có mua được laptop gaming màn hình 16 inch với 32GB RAM không?,1,1,1
Laptop ASUS ExpertBook P5 có trọng lượng 1.27kg không?,0,0,1
Máy nào dưới 25 triệu có RAM 32GB và ổ cứng 1TB cho nhu cầu lập trình?,1,1,1
Tốc độ làm tươi màn hình 60Hz của MacBook Air M3 có đủ cho giải trí thông thường không?,0,1,1
Laptop Lenovo ThinkBook 16 G7 Ultra 7 có giá bao nhiêu?,1,0,0
Máy nào có 16GB RAM và màn hình 15.3 inch cho việc học tập?,0,1,1
Laptop Lenovo IdeaPad Slim 5 có phù hợp cho chỉnh sửa ảnh với card rời không?,0,1,0
"Tìm laptop cao cấp, sang trọng, giá dưới 35 triệu đồng.",1,1,0
So sánh cấu hình CPU của MacBook Air M3 với ASUS ExpertBook P5.,0,0,1
Có laptop nào dưới 30 triệu đồng có màn hình 144Hz và card đồ họa rời không?,1,0,1
Nhu cầu sử dụng văn phòng và di chuyển nhiều thì nên chọn máy nào?,0,1,0
Laptop Lenovo ThinkBook 16 G7 Ultra 7 có 32GB RAM và 1TB SSD không?,0,0,1
Laptop nào dưới 20 triệu đồng có cấu hình mạnh cho đồ họa kỹ thuật?,1,1,0
"Cần tìm laptop mỏng nhẹ cho văn phòng, ưu tiên pin trâu và giá dưới 15 triệu.",1,1,0
Laptop Lenovo ThinkBook 16 G7 có những thông số kỹ thuật nào về CPU và RAM?,0,0,1
ASus Zenbook S16 UM5606KA có phù hợp cho nhu cầu gaming không?,0,1,0
"Laptop nào có màn hình 14 inch, card đồ họa tích hợp và giá khoảng 35 triệu?",1,0,1
"Tìm laptop cho học tập với cấu hình Core i5, 8GB RAM và dung lượng lưu trữ 512GB.",0,1,1
Laptop Lenovo ThinkPad T14s có trọng lượng bao nhiêu?,0,0,1
"Nhu cầu sử dụng cao cấp, sang trọng thì nên chọn laptop có tần số quét màn hình bao nhiêu Hz?",0,1,1
Có laptop nào dưới 25 triệu đồng đáp ứng tốt cả nhu cầu văn phòng và thiết kế đồ họa không?,1,1,0
Laptop Asus Zenbook S16 UM5606KA có chip R7 và bao nhiêu GB RAM?,0,0,1
Ngân sách 30 triệu có mua được laptop gaming với màn hình 120Hz và 16GB RAM không?,1,1,1
Laptop Lenovo ThinkBook 16 G7 có phù hợp cho công việc kỹ thuật không?,0,1,0
"Cần laptop văn phòng mỏng nhẹ, giá dưới 18 triệu, có SSD 512GB.",1,1,1
"Laptop nào có cấu hình CPU 125U, 16GB RAM và giá tốt nhất?",1,0,1
Laptop nào có màn hình 16 inch và tần số quét 120Hz?,0,0,1
Laptop nào có thể xử lý đồ họa và kỹ thuật với mức giá dưới 30 triệu đồng?,1,1,0
Cấu hình CPU và RAM của Macbook Pro 14 M1 Pro là bao nhiêu?,0,0,1
Lựa chọn laptop nào cho nhu cầu gaming với màn hình 144Hz trở lên?,0,1,1
Giá của Laptop ASUS TUF Gaming F16 FX607JV-N3199W là bao nhiêu?,1,0,0
Laptop có card tích hợp và dung lượng lưu trữ 1TB giá bao nhiêu?,1,0,1
"Nhu cầu sử dụng văn phòng, học tập có cần laptop màn hình 16 inch không?",0,1,1
Macbook Pro 14 M1 Pro có phù hợp cho công việc thiết kế đồ họa không?,0,1,0
Laptop gaming dưới 25 triệu có cấu hình CPU 12500H không?,1,1,1
Trọng lượng của Laptop ASUS TUF Gaming F16 FX607JV-N3199W là bao nhiêu?,0,0,1
Có laptop nào giá dưới 20 triệu cho nhu cầu gaming và đồ họa không?,1,1,0
Laptop nào có tần số quét màn hình 165Hz và giá tốt?,1,0,1
"Cần tìm laptop sang trọng, cao cấp, cấu hình mạnh cho công việc kỹ thuật.",0,1,1
Laptop với chip M1 Pro và 16GB RAM giá bao nhiêu?,1,0,1
Cấu hình CPU và dung lượng RAM tối thiểu cần có cho laptop thiết kế đồ họa là gì?,0,1,1
Giá của các mẫu MacBook Pro 16 inch mới nhất là bao nhiêu?,1,0,0
Laptop nào có tần số quét màn hình 120Hz và phù hợp cho nhu cầu giải trí?,0,1,1
"Tìm laptop có 16GB RAM và ổ cứng SSD 512GB, giá dưới 20 triệu đồng.",1,0,1
MacBook Pro 13 inch M1 có phù hợp cho lập trình viên không?,0,1,0
Yêu cầu về card đồ họa cho laptop chơi game hạng nặng là gì?,0,1,1
Laptop Dell Vostro 15 3520 có những ưu điểm gì cho học tập?,0,1,0
Có laptop nào dưới 25 triệu đồng cấu hình mạnh mẽ cho kỹ thuật và đồ họa không?,1,1,0
Dung lượng lưu trữ 256GB trên MacBook Pro có đủ cho người dùng sáng tạo nội dung không?,0,1,1
Laptop Acer Aspire Lite AL16 có màn hình kích thước bao nhiêu inch?,0,0,1
Ngân sách 50 triệu đồng nên chọn laptop nào cho công việc đồ họa và kỹ thuật cao cấp?,1,1,0
"Cần laptop có CPU i5 thế hệ 12, RAM 16GB, màn hình 15.6 inch, giá khoảng 16 triệu đồng.",1,0,1
"Laptop nào tốt nhất cho sinh viên kỹ thuật với ngân sách 25 triệu, yêu cầu RAM 16GB và màn hình 120Hz?",1,1,1
Laptop nào dưới 15 triệu đồng phù hợp cho nhu cầu học tập và văn phòng?,1,1,0
ASUS ROG Strix G16 có card đồ họa rời không?,0,0,1
"Tìm laptop có màn hình 15.6 inch, RAM 16GB, giá dưới 20 triệu?",1,0,1
Laptop nào cấu hình mạnh cho đồ họa kỹ thuật với ngân sách tối đa 35 triệu?,1,1,0
Tốc độ làm tươi màn hình 165Hz có quan trọng cho laptop gaming không?,0,1,1
Laptop HP 245 G10 có trọng lượng bao nhiêu?,0,0,1
"Cần laptop mỏng nhẹ cho dân văn phòng, giá dưới 13 triệu?",1,1,0
iMac M4 2024 có phù hợp cho công việc sáng tạo nội dung không?,0,1,0
Laptop nào có CPU R5 7530U và dung lượng lưu trữ 512GB?,0,0,1
Ngân sách 40 triệu nên mua laptop gaming hay laptop đồ họa?,1,1,0
Laptop HP Pavilion 15 có bộ nhớ RAM bao nhiêu GB?,0,0,1
Có laptop nào dưới 25 triệu đồng vừa chơi game vừa làm đồ họa tốt không?,1,1,0
Thông số kỹ thuật của Laptop ASUS ROG Strix G16 G614JU-N3480W là gì?,0,0,1
Laptop nào có màn hình 24 inch và giá dưới 40 triệu?,1,0,1
Laptop nào có card tích hợp và giá dưới 18 triệu đồng cho nhu cầu văn phòng?,1,1,1
Laptop nào có giá dưới 20 triệu đồng phù hợp cho việc chơi game?,1,1,0
Cấu hình CPU Core i7 và RAM 16GB có trên mẫu Laptop ASUS TUF Gaming F15 FX506HC-HN144W-Đen không?,0,0,1
Nhu cầu đồ họa kỹ thuật yêu cầu những thông số kỹ thuật nào về card đồ họa và màn hình?,0,1,1
Laptop Acer Aspire 5 Spin 14 A5SP14-51MTN-78JH-Xám có cấu hình phù hợp cho văn phòng với mức giá dưới 20 triệu không?,1,1,0
Tốc độ làm tươi màn hình 144Hz có cần thiết cho công việc văn phòng không?,0,1,1
ASUS Vivobook 15 X1504VA-BQ2076W-Bạc có dung lượng lưu trữ 512GB không?,0,0,1
Cần tìm laptop để thiết kế đồ họa với ngân sách tối đa 25 triệu đồng.,1,1,0
Laptop nào có trọng lượng dưới 2kg và màn hình 14 inch cho việc di chuyển nhiều?,0,1,1
Giá của laptop gaming có card rời và màn hình 15.6 inch là bao nhiêu?,1,1,1
Laptop ASUS TUF Gaming F15 FX506HC-HN144W-Đen có cấu hình RAM 8GB có đủ cho gaming không?,0,1,1
Laptop học tập - văn phòng có nên trang bị CPU thế hệ 13 và RAM 16GB không?,0,1,1
Tìm laptop dưới 15 triệu đồng có màn hình 15.6 inch và bộ nhớ 512GB.,1,0,1
Laptop nào phù hợp cho cả công việc văn phòng và giải trí nhẹ nhàng với giá khoảng 18 triệu?,1,1,0
Máy tính xách tay có card đồ họa tích hợp có đáp ứng được nhu cầu chỉnh sửa ảnh cơ bản không?,0,1,1
Cấu hình tối thiểu của một laptop gaming là gì?,0,1,1
Laptop nào phù hợp cho học tập và văn phòng với ngân sách dưới 17 triệu đồng?,1,1,0
Cấu hình CPU và dung lượng RAM của Laptop Dell Inspiron 15 3530 là bao nhiêu?,0,0,1
"Tìm laptop mỏng nhẹ, trọng lượng dưới 1.5kg, giá dưới 30 triệu?",1,1,1
"Máy nào có màn hình 15.6 inch, tần số quét 120Hz và giá tốt?",1,0,1
Laptop HP Envy X360 có phù hợp cho nhu cầu thiết kế đồ họa không?,0,1,0
Ngân sách 15 triệu có mua được laptop 16GB RAM và 512GB SSD không?,1,0,1
Lenovo V15 G4 IRU có chip xử lý 13420H có đáp ứng nhu cầu gaming không?,0,1,1
Trọng lượng 1.39kg của HP Envy X360 có được coi là nhẹ không?,0,0,1
Laptop nào có CPU 125u và giá dưới 25 triệu?,1,0,1
"Cần laptop cho sinh viên, ưu tiên pin lâu và màn hình 14 inch, dưới 20 triệu?",1,1,1
Dell Inspiron 15 3520 với 8GB RAM có đủ cho công việc văn phòng không?,0,1,1
Laptop nào có tần số quét 120Hz và giá dưới 17 triệu?,1,0,1
Máy nào có 512GB SSD và giá khoảng 15.5 triệu?,1,0,1
Có nên mua laptop Dell Inspiron 15 3530 cho nhu cầu học tập không?,0,1,0
"Laptop nào trang bị card tích hợp, màn hình 14 inch và giá dưới 30 triệu?",1,1,1
Cấu hình CPU M4 trên MacBook Air 13 inch có những điểm nổi bật nào?,0,0,1
Tìm laptop có 16GB RAM và giá bán dưới 25 triệu đồng.,1,0,1
Những laptop nào có card đồ họa rời cho nhu cầu đồ họa kỹ thuật?,0,1,1
Máy nào phù hợp cho học tập và văn phòng với ngân sách khoảng 15 triệu đồng?,1,1,0
Tần số quét màn hình của Lenovo LOQ 15IAX9 là bao nhiêu?,0,0,1
"Cần laptop cho sáng tạo nội dung, chip Intel Core i5 thế hệ 13, giá khoảng 20 triệu.",1,1,1
"Với ngân sách 30 triệu đồng, nên lựa chọn laptop nào?",1,0,0
Dung lượng lưu trữ 512GB có đáp ứng đủ nhu cầu sử dụng cho công việc văn phòng không?,0,0,1
"Laptop nào có thiết kế mỏng nhẹ, phù hợp cho người hay di chuyển?",0,1,0
Máy nào có màn hình 15.6 inch và card đồ họa tích hợp cho công việc văn phòng?,0,1,1
MSI Prestige 16 AI+ Evo có giá bán là bao nhiêu và dung lượng RAM bao nhiêu GB?,1,0,1
Laptop nào tốt cho trải nghiệm gaming với mức giá dưới 35 triệu đồng?,1,1,0
Cân nặng 1.24kg có ảnh hưởng đến sự tiện lợi khi mang vác laptop hàng ngày không?,0,0,1
"Yêu cầu laptop 16GB RAM, 512GB SSD cho đồ họa, với ngân sách dưới 20 triệu.",1,1,1
"Cấu hình chip M3, RAM 16GB và ổ cứng 1TB của MacBook Air M3 có phù hợp cho thiết kế đồ họa không?",0,1,1
