question,intent_recommend_budget,intent_recommend_usage,intent_tech_detail
Độ chuẩn màu của màn hình thế nào?,0,0,1
GPU và CPU máy này bao nhiêu W điện? Phần tản nhiệt thế nào?,0,0,1
mẫu này có màu umber không và giá thế nào?,1,0,1
Dell XPS 9315 giá khoảng bao nhiêu?,1,0,0
Máy này có đèn bàn phím không và có hợp để học cấp 2 và chơi game bình thường không?,0,1,1
"Máy có sẵn Microsoft Office Word, Excel, PowerPoint không?",0,0,1
Mẫu này có nâng cấp RAM được không?,0,0,1
Mac mini M1 8GB 256GB lên M2 16GB 256GB tốn thêm bao nhiêu tiền?,1,0,1
"Mac mini này có tương thích dùng với màn hình, chuột, bàn phím PC thông thường không?",0,0,1
Nâng cấp Mac mini M1 lên M2 tốn bao nhiêu tiền?,1,0,0
Ổ cứng 256GB M.2 có chậm hơn M.1 không?,0,0,1
Máy này có bộ nhớ trong 512 GB không?,0,0,1
Máy này có thể nâng cấp sang card wifi 7 không?,0,0,1
Card đồ họa của nó bao nhiêu W?,0,0,1
chi phí nâng cấp RAM 16GB,0,0,1
SSD mở rộng được tối đa bao nhiêu dung lượng?,0,0,1
Máy này có bảo hành global không?,0,0,1
Phần đế này có dễ bám bụi không?,0,0,1
Hàng này nguyên seal?,0,0,1
Máy này dùng để lập trình web có chạy ổn không?,0,1,0
"Máy này chơi được các game phổ thông như Liên Minh Huyền Thoại, Dota 2 không?",0,1,0
giá máy bao nhiêu,1,0,0
Mã này còn sản xuất không?,0,0,1
Dell Latitude 7480 giá bao nhiêu?,1,0,0
Giá khi về hàng và tình trạng hàng mới hay likenew?,1,0,1
Laptop ASUS ExpertBook P5 P5405CSA-NZ0017W có kèm Microsoft 365 không?,0,0,1
máy này dùng card wifi của hãng nào,0,0,1
Con này có chuẩn Intel Evo không?,0,0,1
pin laptop bao lâu,0,0,1
Tần số quét của máy là bao nhiêu?,0,0,1
Máy Acer này pin dùng được bao lâu?,0,0,1
Win 11 có bản quyền không?,0,0,1
máy này gập 180 độ được không?,0,0,1
Máy có cài sẵn Office không?,0,0,1
pin sử dụng được trong bao lâu,0,0,1
RAM laptop này là 2 thanh 8+8 hay 1 thanh 16GB?,0,0,1
Giá dự kiến của sản phẩm này là bao nhiêu?,1,0,0
"Máy này phù hợp cho sinh viên truyền thông, chỉnh sửa video và thiết kế không?",0,1,0
Giá nâng cấp RAM và bộ nhớ là bao nhiêu?,0,0,1
TUF Gaming F15 FX506HC nâng cấp tối đa bao nhiêu RAM và dung lượng lưu trữ?,0,0,1
Máy này có phù hợp cho thiết kế đồ họa không?,0,1,0
Chơi est2 được không?,0,1,0
Máy này nâng cấp được RAM và SSD không?,0,0,1
máy này sạc bằng cổng C được không,0,0,1
Dell Inspiron 5310 có cấu hình 16GB RAM và Core i5 không?,0,0,1
Laptop Dell Inspiron 5310 new giá bao nhiêu?,1,0,0
Thời lượng pin laptop này bao lâu?,0,0,1
Máy này học IT được không,0,1,0
"máy dùng được bao lâu khi chỉ lướt web, xem phim, văn phòng?",0,0,1
Pin máy này dùng cho ứng dụng văn phòng và duyệt web có lâu không?,0,1,1
Máy này nâng cấp RAM tối đa bao nhiêu và có hỗ trợ nâng cấp không?,0,0,1
Máy này còn sản xuất nữa không?,0,0,1
Thông số đầu sạc của laptop này là gì và có cáp sạc chuyển từ Type-C sang đầu sạc này không?,0,0,1
máy này có chỗ cắm USB không?,0,0,1
Máy này có chơi được Genshin Impact không?,0,1,0
"So sánh máy này với Ideapad Slim 5 14IAH8, cái nào tốt hơn?",0,1,1
IdeaPad Slim 3 và 5 khác nhau cơ bản gì?,0,0,1
RAM 16GB là 1 thanh hay 8GB onboard + 8GB rời?,0,0,1
laptop này có live stream bình luận bóng đá ổn định và mượt không?,0,1,0
Laptop này có chơi được Valorant setting trung bình không?,0,1,0
Chơi FO4 max setting được không?,0,1,0
máy này chơi game nhẹ được không,0,1,0
Máy này khi mua có cài sẵn Windows 11 bản quyền không?,0,0,1
Máy này có nâng cấp ổ cứng được không?,0,0,1
Máy này có thể nâng cấp thêm RAM không?,0,0,1
Sử dụng được phần mềm thiết kế như Photoshop không?,0,1,0
Có loại 1TB không?,0,0,1
Cửa hàng có cài Photoshop và Premiere Pro không?,0,1,0
Macbook M2 Max RAM 32GB hay 16GB?,0,0,1
Hai máy fx506hcb-hn1138w và fx506hcb-hn139t có khác nhau nhiều không?,0,0,1
Laptop ASUS Gaming TUF FX506HCB-HN139T và Laptop ASUS TUF Gaming F15 FX506HCB-HN1138W có những điểm gì khác nhau?,0,0,1
máy này có thể lắp thêm được HDD 2.5 không?,0,0,1
Nâng cấp thêm 8GB RAM bao nhiêu tiền?,1,0,1
giá chiếc này,1,0,0
So sánh giá và cấu hình bản này với Aspire 7 A715-76-57CY NH.QGESV.004,1,0,1
Máy này có chơi được Genshin không?,0,1,0
Máy này xuất ra màn hình ngoài tần số quét cao được không?,0,0,1
Máy này chơi fo4 cấu hình như nào?,0,1,0
Máy có bao nhiêu quạt?,0,0,1
"Laptop Gaming Acer Aspire 7 A715-42G-R4XX NH.QAYSV.008 có chơi được GTA V, F04 và các game tương tự không?",0,1,0
Mẫu này tản nhiệt không?,0,0,1
Con này màn hình 144Hz không?,0,0,1
Máy đang sử dụng Win 11 Home SL có thể hạ xuống Win 10 được không?,0,0,1
Dòng này có phần mềm chỉnh quạt không,0,0,1
Có máy nào dưới 23 triệu chơi Genshin Impact max setting không?,1,1,0
máy gắn SSD và gắn thêm RAM được không,0,0,1
Máy học tập cho công nghệ thông tin có hiệu quả không?,0,1,0
Máy chơi được game Genshin Impact không?,0,1,0
Máy này có chơi được game giả lập PS1 và game điện thoại Samsung không? Máy có bền không?,0,1,0
Laptop này dùng để học công nghệ thông tin được không?,0,1,0
Máy này có lắp thêm được SSD hay HDD không hay phải thay SSD M.2 dung lượng lớn hơn?,0,0,1
Bàn phím có led không?,0,0,1
Matebook 14 bản AMD có chơi được FO4 ở cài đặt trung bình không?,0,1,0
RAM 16GB chạy single hay dual?,0,0,1
Bản AMD màu bạc phải không?,0,0,1
Card wifi của máy này là card gì?,0,0,1
Màn hình có 90Hz không?,0,0,1
máy này hàng mới đúng không,0,0,1
Máy này có sẵn Office bản quyền và Win 11 bản quyền không?,0,0,1
Laptop này phục vụ tốt cho việc lập trình không?,0,1,0
Máy này có đèn ở bàn phím không?,0,0,1
Laptop này có sẵn Office không?,0,0,1
dòng này có màu xám không,0,0,1
Bảo hành trong bao lâu,0,0,1
RAM 16GB này là 1 thanh 16GB hay 2 thanh 8GB? Có nâng cấp lên 32GB được không?,0,0,1
"Với nhu cầu học tập, lướt MXH, giải trí và văn phòng thì máy này có đủ sử dụng lâu dài không?",0,1,0
Máy này có màu xám không,0,0,1
Máy này có tặng Windows 11 bản quyền không?,0,0,1
Máy còn nguyên seal nguyên hộp không?,0,0,1
Máy có dễ thay linh kiện và bảo hành không?,0,0,1
máy này sử dụng Google được không?,0,1,0
Máy này có sẵn Windows không?,0,0,1
Hiệu năng i5 1240p so với Ryzen 5 như thế nào?,0,0,1
Thời lượng pin của máy khi dùng AutoCAD và khi lướt web xem phim là bao lâu?,0,1,1
Bản lề máy này có thiết kế cho phép màn hình gập xuống sâu và có lực hay là do lỗi sản phẩm?,0,0,1
Máy hỗ trợ nâng cấp RAM không?,0,0,1
Máy này có xuất hình ảnh 2K qua cổng Type-C không?,0,0,1
Máy học kỹ thuật có tốt không?,0,1,0
Card đồ họa rời hay tích hợp?,0,0,1
Độ sáng máy bao nhiêu nit?,0,0,1
Có màu xanh không?,0,0,1
Con này có bàn phím số ảo trên touchpad không?,0,0,1
Máy này là core i mấy?,0,0,1
Laptop này vỏ kim loại hay nhựa?,0,0,1
Máy chơi được Genshin Impact với FO4 không?,0,1,0
"So sánh Asus Vivobook Pro M3401QA KM006W và Lenovo ThinkBook15p IMH, máy nào ổn định hơn cho quản lý đất đai và có máy nào tốt hơn trong tầm giá không?",1,1,0
Chơi Genshin Impact được không và thời gian code Dev-C liên tục không sạc là bao lâu?,0,1,1
Chơi được Genshin Impact không?,0,1,0
Máy này có bảo mật vân tay không?,0,0,1
Bản này không có màu khác à?,0,0,1
"Máy này dùng Photoshop chỉnh sửa ảnh được không, có cài sẵn Word, Excel không?",0,1,1
pin laptop này như thế nào?,0,0,1
máy làm từ khung gì,0,0,1
"Dell nào khoảng 13 inch, tầm giá dưới 15 triệu?",1,0,0
con này giá bao nhiêu?,1,0,0
Máy này có thể gắn thêm thanh RAM thứ hai không?,0,0,1
Cổng Type-C có dùng để sạc laptop được không?,0,0,1
Cổng Type-C có dùng để sạc được không?,0,0,1
Sản phẩm có thể nâng cấp RAM không?,0,0,1
i7 code web có ổn không?,0,1,0
Có hỗ trợ nâng cấp RAM tại cửa hàng và có ảnh hưởng bảo hành không?,0,0,1
Máy này là card đồ họa tích hợp hay card rời?,0,0,1
Nâng cấp SSD được không?,0,0,1
"Máy này chạy Photoshop, Illustrator và CAD có tốt không?",0,1,0
"Laptop MSI Modern 14 B11MOU-1032VN và Laptop Gigabyte U4 UD-50VN823SO, sản phẩm nào mạnh hơn?",0,0,1
So sánh Laptop MSI Modern 14 B11MOU i7 1195G7/8GB/512GB/Túi/Chuột/Win10 (618VN) với máy này và cho biết máy có phù hợp học đồ họa không?,0,1,1
máy chơi FIFA Online 4 cấu hình cao được không?,0,1,0
MSI 1032 có jack tai nghe 3.5mm không?,0,0,1
Máy nào gập 360 có đồ họa ổn trong tầm giá 15-16 triệu?,1,1,0
RAM 8GB nào phù hợp với máy?,0,0,1
Máy này có nên cắm điện liên tục không?,0,1,1
"Khi tắt máy không sử dụng, pin có bị giảm không?",0,0,1
Laptop MSI Modern 14 B11MOU-1032VN so với bản 1033-VN có nhiều khác biệt không? Bản 1033-VN có nhiều công nghệ màn hình hơn phải không?,0,0,1
Máy này xuất hình qua màn rời bằng cổng nào?,0,0,1
Máy này có chơi được game FO4 và Assassin's Creed Odyssey không?,0,1,0
Máy có soundcard không?,0,0,1
Chi phí nâng cấp RAM lên 36GB là bao nhiêu?,0,0,1
Máy này có nâng cấp RAM tại shop được không và có ảnh hưởng bảo hành hãng không?,0,0,1
Máy này chơi Genshin Impact có max setting được không?,0,1,0
"So sánh laptop này với Lenovo Ideapad Gaming 3 15ACH6 82K2008WVN, con nào chơi game tốt hơn?",0,1,0
máy này giá bao nhiêu,1,0,0
"So sánh khả năng chơi game của RTX 3050 và GTX 1650 trên Laptop Asus Rog Strix G15 G513IE-HN246W, con nào khỏe hơn?",0,1,1
"Card RTX 2050 tiêu thụ bao nhiêu W điện, máy hỗ trợ bao nhiêu khe cắm và dung lượng SSD tối đa là bao nhiêu?",0,0,1
Tặng RAM có lắp vào luôn không?,0,0,1
Nâng cấp RAM có mất bảo hành hãng không?,0,0,1
Dòng máy MSI này có chỉnh sửa video tốt không?,0,1,0
Con này có mấy quạt?,0,0,1
tản nhiệt máy như thế nào?,0,0,1
Vỏ nhôm hay nhựa?,0,0,1
Chi phí lắp thêm thanh RAM DDR5 vào máy là bao nhiêu?,0,0,1
Mẫu này có cảm ứng không?,0,0,1
Máy này nâng tối đa được bao nhiêu RAM?,0,0,1
máy này có chơi được Valorant không?,0,1,0
Máy này chơi game và làm thiết kế đồ họa có được không?,0,1,0
Dell XPS 15 9520 bao nhiêu tiền?,1,0,0
lắp thêm 1 thanh RAM 8GB hết bao nhiêu tiền?,0,0,1
Có thể thay pin cho máy không?,0,0,1
Để nâng cấp ổ cứng có cần tháo ổ cứng cũ ra không?,0,0,1
"Laptop MSI Modern 14 B11MOU-1027VN có nâng cấp card đồ họa, RAM, ổ cứng không?",0,0,1
mẫu này có lắp được RAM Kingspec DDR4 3200MHz không?,0,0,1
Mẫu này có lắp được RAM Laptop Kingspec DDR4 3200MHz không?,0,0,1
Chơi được FIFA Online 4 không?,0,1,0
Giá hiện tại máy bao nhiêu?,1,0,0
Sự khác nhau giữa bản i3 và core i3 trên laptop và chênh lệch giá?,1,0,1
Máy này chơi LMHT thì sao?,0,1,0
Cổng USB Type-C của Modern 14 B11MOU-1027VN có dùng để sạc được không?,0,0,1
"Mã 1030vn và 1027vn khác nhau gì, giá chênh 200k?",0,0,1
"Có được chọn loại bàn phím cơ (màu sắc, switch blue/red) khi mua không?",0,0,1
Máy có sẵn Office 365 không?,0,0,1
Máy này có nguyên seal không?,0,0,1
MSI Modern 14 B11MOU mã 1027VN và mã 1030VN khác nhau thế nào?,0,0,1
máy ra mắt năm bao nhiêu?,0,0,1
Xung nhịp sản phẩm này có phải 3.00GHz up to 4.10GHz không?,0,0,1
Laptop MSI Modern 14 B11MOU-1027VN và Laptop MSI Modern 14 B11MOU-1028VN đời nào cao hơn và giá nào đắt hơn?,1,0,1
Độ phủ màu là bao nhiêu?,0,0,1
Máy này giá mới bao nhiêu?,1,0,0
Laptop này RAM 8GB hay 16GB?,0,0,1
Giá máy này khoảng bao nhiêu và thông số chi tiết khi so sánh với máy khác có gì khác biệt?,1,0,1
Chơi GTA V mượt không?,0,1,0
Dell 5568 i5 RAM 8GB card Intel 620 có không?,0,0,1
Giá máy này bao nhiêu,1,0,0
Bản này không có màu bạc?,0,0,1
Con này có hỗ trợ nâng cấp RAM không?,0,0,1
Giá máy này?,1,0,0
Con này giá bao nhiêu?,1,0,0
Giá laptop Laptop ASUS ExpertBook B1 B1402CVA-NK0176W,1,0,0
Giá sản phẩm này?,1,0,0
Laptop này giá bao nhiêu?,1,0,0
máy này bao nhiêu tiền?,1,0,0
Giá Lenovo Thinkpad T70S bao nhiêu?,1,0,0
máy này có nâng cấp được GPU không?,0,0,1
laptop này ra đời khi nào?,0,0,1
máy xuất xứ nước nào?,0,0,1
Giá Samsung Galaxy Book bao nhiêu?,1,0,0
Giá máy cũ Samsung Galaxy Book RAM 4GB bao nhiêu?,1,0,1
Laptop này có ổn để học từ lớp 8 đến lớp 12 không?,0,1,0
pin mấy cell?,0,0,1
Có hỗ trợ nâng ổ cứng lên 256GB không?,0,0,1
Laptop này có sạc qua cổng Type-C không?,0,0,1
Con này nâng cấp RAM được không?,0,0,1
Máy này nâng cấp ổ SSD được không?,0,0,1
Máy laptop nào dưới 12 triệu?,1,0,0
đường chéo máy bao nhiêu cm?,0,0,1
Có nâng cấp ổ cứng được không?,0,0,1
Máy này có nâng cấp lên RAM 8GB với SSD 256GB được không?,0,0,1
máy này chạy Excel 2016 có mượt không?,0,1,0
dòng này có bảo hành quốc tế không,0,0,1
giá bao nhiêu?,1,0,0
Matebook Z và Matebook 14 tầm giá khoảng bao nhiêu?,1,0,0
Giá của Dell này bao nhiêu?,1,0,0
Giá sản phẩm này bao nhiêu?,1,0,0
laptop dell inspiron15 3000 có nâng cấp RAM được không?,0,0,1
Thông tin máy HP-15s fq1107tu,0,0,1
"Máy tính nào tầm giá 14-15.5 triệu đồng, chơi game giải trí nhẹ nhàng và học tập, có 16GB RAM?",1,1,0
laptop tầm 17-22 triệu cho công nghệ thông tin có i7,1,1,1
Laptop nào tầm 20-25 triệu chơi game AAA và thiết kế?,1,1,0
"Laptop nào cho học tập, làm việc, giải trí, không giật lag, ngân sách dưới 18 triệu?",1,1,0
laptop cũ nào chạy được phần mềm kỹ thuật?,0,1,0
"laptop gaming tầm giá 30-35 triệu chơi Naraka mượt, bền, ít nóng",1,1,0
Laptop nào cho việc học và chơi game với ngân sách 10 triệu?,1,1,0
Laptop nào cho giảng dạy lâu dài với ngân sách 20 triệu?,1,1,0
laptop nào cho học sinh cấp 2 dùng lâu dài tới đại học?,0,1,0
AI nên dùng laptop nào để hỗ trợ giảng dạy?,0,1,0
Laptop Lenovo IdeaPad 1 14ALC7 82R30078VN có lập trình và chơi game được không?,0,1,0
"Laptop nào dưới 11 triệu có khả năng lập trình, chơi game, học tập?",1,1,0
"Laptop HP, ASUS, Lenovo, DELL nào dưới 27 triệu có đèn bàn phím, không phải dòng gaming?",1,0,1
"Nên chọn laptop nào phù hợp cho sinh viên năm 3, ưu tiên bền, mỏng nhẹ, giá 14-17 triệu, dùng văn phòng cơ bản, giữa các hãng Dell, Lenovo, Asus, Acer?",1,1,0
Máy nào phù hợp để dùng FL Studio và After Effects?,0,1,0
Laptop nào chạy tốt phần mềm FL Studio và After Effect?,0,1,0
laptop nào dưới 20 triệu có cấu hình ổn và màn hình đẹp,1,1,0
"Học IT nên dùng laptop nào, giá dưới 20 triệu?",1,1,0
laptop nào vừa rẻ vừa cấu hình ổn cho học tập?,1,1,0
Laptop nào toàn diện mạnh nhất tầm giá 15 triệu?,1,0,0
"Laptop nào cho sinh viên kỹ thuật xây dựng, cần cấu hình mạnh, RAM, dung lượng lớn để lập trình và chơi game nặng, giá dưới 21 triệu?",1,1,1
"Laptop nào cho học sinh lớp 10, nhỏ gọn, dung lượng cao, giá bao nhiêu?",1,1,0
"Laptop nhỏ gọn, dung lượng cao giá tầm bao nhiêu?",1,1,0
"Máy nào xử lý mượt tác vụ văn phòng, edit video, pin lâu, mỏng nhẹ, tầm giá 10-13 triệu?",1,1,0
Máy nào chạy code và làm đồ họa 2D 3D tầm giá 15-20 triệu?,1,1,0
"Laptop nào tốt tầm giá 14 đến 15.5 triệu đồng, RAM 16GB để chơi game giải trí nhẹ nhàng và học tập?",1,1,1
Laptop nào tầm 17-22 triệu phù hợp cho ngành công nghệ thông tin có chip i7?,1,1,1
Laptop nào tầm giá 20 đến 25 triệu chơi game AAA và thiết kế?,1,1,0
"Gợi ý laptop cho học tập, làm việc và giải trí, ngân sách dưới 18 triệu.",1,1,0
Laptop cũ nào chạy được phần mềm kỹ thuật?,0,1,0
"Laptop gaming nào trong tầm giá 30-35 triệu chơi Naraka mượt, bền, ít nóng?",1,1,0
Laptop nào giá 10 triệu để học và chơi game?,1,1,0
Laptop nào giá 20 triệu để giảng dạy lâu dài?,1,1,0
Nên mua laptop để học?,0,1,0
Gợi ý laptop dùng lâu dài từ cấp 2 đến đại học.,0,1,0
Laptop Lenovo IdeaPad 1 14ALC7 82R30078VN có lập trình và chơi game được không?,0,1,0
Giáo viên dùng phần mềm hỗ trợ giảng dạy nên chọn laptop nào?,0,1,0
"có laptop nào dưới 11 triệu có khả năng lập trình, chơi game, học tập không?",1,1,0
"Nên chọn laptop nào bền, mỏng nhẹ, tầm giá 14-17 triệu, sử dụng cho văn phòng cơ bản, không chơi game, lập trình (Dell, Lenovo, Asus, Acer)?",1,1,0
"Laptop HP, ASUS, Lenovo, DELL nào dưới 27 triệu có đèn bàn phím và không phải dòng gaming?",1,1,1
Có laptop nào chạy tốt phần mềm FL Studio và After Effect không?,0,1,0
Laptop nào phù hợp để sử dụng FL Studio và After Effect?,0,1,0
laptop dưới 20 triệu cấu hình ổn định và màn hình đẹp thì nên mua laptop nào?,1,0,0
"Laptop nào tối ưu cho nhu cầu chơi game, đồ họa, giá dưới 20 triệu, trọng lượng dưới 2kg?",1,1,1
"Laptop nào phù hợp cho học Logistics và chơi game, giá dưới 20 triệu?",1,1,0
"Laptop nào phù hợp cho học Công nghệ Kỹ thuật Ô tô, thiết kế AutoCAD, chơi game FIFA, Đấu Trường Chân Lý, tầm giá 13 đến 15 triệu đồng?",1,1,0
"Laptop nào chơi LOL, Valorant, nhu cầu cơ bản, dùng lâu dài trong tầm giá 13-15 triệu?",1,1,0
Nên chọn laptop nào cho ngành IT với ngân sách dưới 20 triệu?,1,1,0
Laptop nào phù hợp cho ngành điều dưỡng với giá dưới 15 triệu?,1,1,0
"Laptop nào cho học sinh lớp 4, dùng lâu dài, vừa rẻ vừa cấu hình ổn?",1,1,0
"Laptop cho học sinh dưới 14 triệu, chip i5, màn hình 14-15 inch, RAM 8GB, ổ cứng 256GB.",1,1,1
"Laptop dưới 13 triệu, chip i5, màn hình 14 inch trở lên, RAM 8GB, ổ cứng 256GB trở lên.",1,0,1
Laptop nào toàn diện mạnh nhất tầm giá trên dưới 15 triệu?,1,1,0
"Sinh viên ngành Kỹ thuật xây dựng cần máy tính cấu hình mạnh, RAM, dung lượng lớn để lập trình, chơi game nặng, giá dưới 21 triệu.",1,1,0
"Gợi ý laptop cho học sinh lớp 10, nhỏ gọn, dung lượng cao, giá bao nhiêu là tốt?",1,1,1
"Laptop nào phù hợp cho học sinh lớp 10, nhỏ gọn, dung lượng cao, giá bao nhiêu là tốt?",1,1,1
"Laptop nào xử lý mượt các tác vụ văn phòng, chỉnh sửa video, pin lâu, mỏng nhẹ, trong tầm giá từ 10 đến 13 triệu?",1,1,0
Laptop nào để chạy code và làm đồ họa 2D 3D trong tầm giá từ 15 đến 20 triệu?,1,1,0
Thời lượng pin của máy dùng được lâu không?,0,0,1
MacBook Air M3 phù hợp với nhu cầu sử dụng nào?,0,1,0
Cấu hình của MacBook này như thế nào?,0,0,1
MacBook Air M3 có phù hợp để làm việc đồ họa không?,0,1,0
Có thể nâng cấp RAM hoặc SSD không?,0,0,1
MacBook Air M3 có hỗ trợ Face ID không?,0,0,1
MacBook Air M3 có thể dùng để chơi game không?,0,1,0
Máy có những cổng giao tiếp nào?,0,0,1
MacBook này có cân nặng bao nhiêu?,0,0,1
Học sinh cấp 3 nên mua máy giá bao nhiêu?,1,1,0
Máy này giá bao nhiêu cho sinh viên?,1,0,0
Mac Air 13 M2 giá bao nhiêu?,1,0,0
Máy này đời 2022 hay 2024?,0,0,1
Macbook Air M2 có dùng phần mềm văn phòng được không?,0,1,0
MacBook Air M2 có phù hợp để chỉnh sửa video 4K không?,0,1,0
Máy có hỗ trợ nhiều ngôn ngữ bàn phím không?,0,0,1
MacBook Air M2 có tương thích với AirPods Pro không?,0,0,1
MacBook Air M2 2024 có chơi game được không?,0,0,1
Cảm giác gõ phím như thế nào?,0,0,1
Sản phẩm này khác biệt gì so với MacBook Pro M2?,0,0,1
MacBook Air M2 2024 có chế độ tiết kiệm pin không?,0,0,1
Màn hình có hỗ trợ tần số quét cao hơn 60Hz không?,0,0,1
Máy có sẵn hệ điều hành macOS mới nhất không?,0,0,1
Webcam trên MacBook Air M2 2024 có độ phân giải bao nhiêu?,0,0,1
Máy có hỗ trợ các ứng dụng Windows không?,0,0,1
MacBook Air M2 2024 có hỗ trợ xuất màn hình ngoài độ phân giải 6K không?,0,0,1
Trọng lượng của MacBook Air M2 13 inch là bao nhiêu?,0,0,1
Máy có bao nhiêu loa ngoài và chất lượng âm thanh thế nào?,0,0,1
MacBook Air M2 có phù hợp cho dân thiết kế đồ họa không?,0,1,0
Thời lượng pin của MacBook Air M2 2024 là bao lâu?,0,0,1
Chip M2 trên MacBook Air này có mạnh hơn nhiều so với M1 không?,0,0,1
MacBook Air M2 2024 có thiết kế gì khác biệt so với phiên bản cũ không?,0,0,1
Phù hợp để làm việc đồ họa không?,0,1,0
Máy có thể dùng để chơi game không?,0,1,0
Máy này có phù hợp học luật không?,0,1,0
Mẫu này màn hình có giống các mẫu Aspire Lite khác đều có độ sáng 300 nits không?,0,0,1
"Cấu hình R7 5700U, 16GB RAM chơi Liên Minh Huyền Thoại được không?",0,1,0
sản phẩm này giá bao nhiêu?,1,0,0
Giá thay màn hình UX325 OLED bao nhiêu?,0,0,1
Sản phẩm này có cài sẵn hệ điều hành không?,0,0,1
Thời lượng pin của sản phẩm này là bao lâu?,0,0,1
Sản phẩm này có hỗ trợ nâng cấp RAM hoặc ổ cứng không?,0,0,1
"Sản phẩm này có phù hợp cho học sinh, sinh viên không?",0,1,0
Máy này có cảm ứng không?,0,0,1
"Bàn phím Dell Latitude và Dell Vostro/Inspiron, dòng nào gõ dễ hơn?",0,0,1
máy này sạc đầy pin dùng được bao lâu?,0,0,1
Máy này có quạt tản nhiệt không?,0,0,1
Chuyển Microsoft account thành local account trên laptop được không?,0,0,1
Laptop này có hỗ trợ cổng Thunderbolt không?,0,0,1
Webcam của Dell Latitude L3540 có độ phân giải bao nhiêu?,0,0,1
Trọng lượng máy là bao nhiêu và có tiện lợi khi mang theo không?,0,1,1
"Card đồ họa tích hợp Intel Iris Xe có hỗ trợ chỉnh sửa ảnh, video cơ bản không?",0,1,1
Màn hình này có hỗ trợ công nghệ chống chói không?,0,0,1
Màn hình 15.6 inch Full HD của Dell Latitude L3540 có độ sáng bao nhiêu nits?,0,0,1
Laptop này có phù hợp làm việc văn phòng và đa nhiệm không?,0,1,0
CPU Intel Core i5-1235U trên Dell Latitude L3540 có hiệu năng như thế nào?,0,0,1
Cổng Type-C có dùng sạc được không?,0,0,1
Thời hạn bảo hành bao lâu? Máy có xử lý dữ liệu lớn được không?,0,1,1
Laptop HP 245 G10 là i3 hay i5?,0,0,1
Thông tin màn hình,0,0,1
Laptop HP 245 G10 có dung lượng ổ cứng bao nhiêu GB?,0,0,1
Laptop HP 245 G10 có cấu hình gì?,0,0,1
Có hỗ trợ bảo mật không?,0,0,1
Cổng kết nối nào?,0,0,1
Máy dùng màn TFT hay IPS?,0,0,1
Aspire Lite có phải là dòng mới không?,0,0,1
Nâng cấp RAM có bị mất bảo hành không?,0,0,1
Máy này dùng cho văn phòng có ổn không?,0,1,0
Cổng HDMI trên máy có hỗ trợ xuất hình ảnh 4K không?,0,0,1
Camera HD trên máy có hỗ trợ gọi video rõ nét không?,0,0,1
Máy có đi kèm hệ điều hành Windows 11 bản quyền không?,0,0,1
Màn hình 15.6 inch Full HD có công nghệ chống chói không?,0,0,1
Máy có card đồ họa tích hợp Intel Iris Xe không?,0,0,1
Bộ vi xử lý Intel Core i5-1235U có đáp ứng tốt cho công việc văn phòng và đồ họa nhẹ không?,0,1,1
laptop để học thiết kế,0,1,0
Máy đã cài sẵn Windows và Office chưa?,0,0,1
laptop này có nặng không?,0,0,1
Máy này có nâng thêm RAM được không?,0,0,1
màn hình máy có to không?,0,0,1
Có bàn phím số không?,0,0,1
"Trọng lượng của máy là bao nhiêu?
",0,0,1
"Sản phẩm có độ phân giải màn hình là bao nhiêu
",0,0,1
Bàn phím của máy có đèn nền không?,0,0,1
Máy có hỗ trợ Bluetooth không?,0,0,1
màn hình bao nhiêu inch?,0,0,1
"Laptop nào tốt cho văn phòng, học tập, soạn thảo văn bản, học trực tuyến và chỉnh sửa ảnh đơn giản?",0,1,0
"Laptop nào dùng cho văn phòng, đa nhiệm, tiết kiệm pin, lướt web nhanh và wifi ổn định?",0,1,0
Máy này có tải được phần mềm Camtasia không?,0,1,0
"Laptop nào cho học sinh sinh viên, chip i5 đủ học tập, thuyết trình, báo cáo bài tập hàng ngày?",1,1,0
Thời lượng pin khi xem YouTube là bao nhiêu?,0,0,1
Pin máy này dùng khoảng bao lâu?,0,0,1
Vỏ máy bằng nhựa?,0,0,1
"Máy này dùng để lập trình web, học ngôn ngữ Java, ngành công nghệ thông tin được không?",0,1,0
Máy này có giải trí và làm việc bán hàng online không?,0,1,0
Máy này có đèn LED phím không?,0,0,1
máy này dùng cho ngành học digital marketing được không?,0,1,0
Máy này dùng Windows 11 có bản quyền không?,0,0,1
"Máy này dùng AutoCAD, SketchUp cơ bản được không?",0,1,0
Giảm 4 triệu còn 14 triệu phải không?,1,0,0
Máy có Windows bản quyền không?,0,0,1
Mới mua mà cài BIOS có sao không?,0,0,1
Máy có hỗ trợ cổng kết nối Thunderbolt 4 không?,0,0,1
Laptop này có công nghệ âm thanh nổi bật không?,0,0,1
Máy có đi kèm Windows bản quyền không?,0,0,1
Máy có phù hợp làm việc đồ họa và chơi game song song không?,0,1,0
Máy có hỗ trợ Wi-Fi 6 và Bluetooth 5.2 không?,0,0,1
Hệ thống tản nhiệt có hiệu quả khi chơi game nặng không?,0,1,1
Trọng lượng của máy là bao nhiêu và có dễ dàng mang theo không?,0,0,1
Tần số quét của màn hình máy là bao nhiêu Hz?,0,0,1
Laptop này có card đồ họa rời không?,0,0,1
Hiệu năng Intel Core i5-12450HX có đáp ứng tốt cho chơi game không?,0,1,1
